sample_idx,original_prediction,baseline_prediction,predicted_class,r2_mean,r2_std,deletion_auc_positive,insertion_auc_positive,gap_auc_positive,n_positive_segments,error
64,1.0,0.0084176491945981,1,-0.1812585521025687,0.5767281850074595,0.0278044154951608,0.9724560446209378,0.9446516291257768,18,
65,0.9999990463256836,0.0084176491945981,1,-0.2857676236371306,0.4399628656287332,0.5347675044861103,0.9252394165378064,0.390471912051696,20,
66,0.0363176390528678,0.0084176491945981,0,-18.172621044381305,32.017022056761625,0.9709302712889278,0.890128477531321,-0.0808017937576068,17,
67,1.0,0.0084176491945981,1,-1.0467999001611044,0.8415876735324261,0.0229404774861956,0.9374713057821448,0.914530828295949,22,
68,1.0,0.0084176491945981,1,-0.8840929441101583,0.3621266047516499,0.151058433453242,0.9332508901755016,0.7821924567222596,15,
69,0.9994551539421082,0.0084176491945981,1,-0.8488861306124275,0.9076376038009252,0.0294087708387442,0.963837758583181,0.9344289877444368,17,
70,0.1668419539928436,0.0084176491945981,0,-0.8020227296377236,0.5492768017800371,0.928370613800852,0.2926836232912759,-0.635686990509576,19,
71,1.0,0.0084176491945981,1,-0.8815584504198277,0.5718140004687328,0.7634159764822792,0.7936505896674867,0.0302346131852074,17,
72,0.6083120107650757,0.0084176491945981,1,-0.6930179264076666,0.3747803583929809,0.0164191427381852,0.9454900104748576,0.9290708677366722,19,
73,0.0109463883563876,0.0084176491945981,0,0.0039263800488251,0.568308034388477,0.0708286838859997,0.0052843686320226,-0.065544315253977,22,
74,0.0096705500036478,0.0084176491945981,0,0.1157404045038817,0.1212605696269463,0.0163484226291378,0.0057522871531546,-0.0105961354759832,15,
75,0.0093504292890429,0.0084176491945981,0,-0.9483824459724104,0.7873613220170906,0.8634714256558154,0.6282926429477004,-0.235178782708115,18,
76,0.0080890115350484,0.0084176491945981,0,-0.7714490762096521,1.21053943748293,0.0203702270186373,0.0098159844055771,-0.0105542426130601,21,
77,0.0081169651821255,0.0084176491945981,0,-1.1048387544898,0.5265877512935728,0.246570126242226,0.0275684502862748,-0.2190016759559512,21,
78,0.9999996423721312,0.0084176491945981,1,-0.5838704485463218,0.4187825800425266,0.1121469551837121,0.7942146950052906,0.6820677398215785,22,
79,0.0077892066910862,0.0084176491945981,0,0.1486052711594818,0.1425333033462791,0.008607314278682,0.0079476147269209,-0.0006596995517611,3,
80,0.0082461759448051,0.0084176491945981,0,0.3260866696728378,0.082624433738139,0.0095457595307379,0.0073716103797778,-0.0021741491509601,4,
81,0.99554044008255,0.0084176491945981,1,-1.2700075069927743,0.8536478472851491,0.033216142784817,0.9458355168501535,0.9126193740653368,15,
82,0.0092602232471108,0.0084176491945981,0,0.3748421889755959,0.2121724513608227,0.0174137107614013,0.0053970731484393,-0.012016637612962,18,
83,0.0079226279631257,0.0084176491945981,0,0.3743498098290669,0.159149470128263,0.0098890932276844,0.007427529990673,-0.0024615632370114,5,
84,0.1120656430721283,0.0084176491945981,0,-0.7092629002840622,0.2011591782715184,0.9735615674187156,0.006812065135658,-0.9667495022830574,17,
85,0.0087655046954751,0.0084176491945981,0,0.5243284752437226,0.1911386651066087,0.0107331798644736,0.0066164534073323,-0.0041167264571413,8,
86,0.968100905418396,0.0084176491945981,1,-8.67441380729557,18.02913957404439,0.24107991657792,0.8941038936110479,0.6530239770331279,14,
87,0.0077619273215532,0.0084176491945981,0,0.1896848905290827,0.1696146911885845,0.0087983075063675,0.0076168337836861,-0.0011814737226814,4,
88,0.0203956868499517,0.0084176491945981,0,-0.7529547598076981,0.5679624420618518,0.7414223022226777,0.0097490145251088,-0.7316732876975689,14,
89,0.0091119362041354,0.0084176491945981,0,0.3094362657879045,0.2643901087660296,0.0136785288341343,0.0076765374396927,-0.0060019913944415,8,
90,0.1036141142249107,0.0084176491945981,0,-0.4466206552559258,0.7232882948186973,0.6107563272118569,0.000434723101091,-0.6103216041107659,10,
91,0.995964765548706,0.0084176491945981,1,-0.83162071296666,1.19275784910388,0.3748991191551017,0.975210440158844,0.6003113210037422,20,
92,1.0,0.0084176491945981,1,-1.3003981233164326,1.014853585485954,0.0250199766107471,0.5799646235654335,0.5549446469546865,20,
93,0.8962198495864868,0.0084176491945981,1,-0.3526899372452973,0.6492550122639938,0.1702431748009724,0.9669472535451252,0.7967040787441529,15,
94,0.9999947547912598,0.0084176491945981,1,-0.9351370305022751,0.7378486975098644,0.0294116862691399,0.8531883684543193,0.8237766821851794,17,
95,0.0158417411148548,0.0084176491945981,0,-1.0039600944687563,0.8091420167763873,0.0869892227929085,0.0083532268181443,-0.0786359959747642,16,
96,1.0,0.0084176491945981,1,-0.5083320743304476,0.7405243008007618,0.3684210526420414,0.2191092186158608,-0.1493118340261805,19,
97,0.0094889672473073,0.0084176491945981,0,-0.772953492291586,0.5213461560777306,0.9333962013267656,0.3193564876398392,-0.6140397136869264,22,
98,0.0090689621865749,0.0084176491945981,0,-6.362703976125208,10.577901101199576,0.6576461019437938,0.0063305410880102,-0.6513155608557836,21,
99,0.8330156803131104,0.0084176491945981,1,-0.5446945395270195,0.334227495244934,0.0222263923644624,0.9721999042912534,0.9499735119267908,19,
100,0.0088407760486006,0.0084176491945981,0,-0.701725067388409,0.3611030902756125,0.9068321550831846,0.4434199991190563,-0.4634121559641283,23,
101,0.0108310133218765,0.0084176491945981,0,-0.662302526894256,0.5078416394380957,0.8838301527460939,0.0276109339473278,-0.8562192187987661,19,
102,0.0074340249411761,0.0084176491945981,0,-53.71686509949228,110.70592124108065,0.4354994281505545,0.0347896038244167,-0.4007098243261377,21,
103,1.0,0.0084176491945981,1,-0.8163874166329501,0.2943793981034444,0.0310269291155498,0.5277618408051304,0.4967349116895805,18,
104,0.008737901225686,0.0084176491945981,0,-15.461482267918637,33.156274561113314,0.2384052942261884,0.0078743710672776,-0.2305309231589107,19,
105,0.9827587008476256,0.0084176491945981,1,-1.0286561938791692,0.6529222301676435,0.0957422209669281,0.8133452397305518,0.7176030187636238,16,
106,0.0082356883212924,0.0084176491945981,0,0.0709961534104168,0.122828605919499,0.0085450205951929,0.0082324808463454,-0.0003125397488474,1,
107,0.0086244065314531,0.0084176491945981,0,0.1131064946478565,0.2600967376705753,0.0107399454573169,0.0069850691361352,-0.0037548763211816,8,
108,0.008908238261938,0.0084176491945981,0,-3.235954760410477,4.765230012652815,0.5665872355716095,0.0396957436783446,-0.5268914918932649,18,
109,0.9997318387031556,0.0084176491945981,1,-0.5356707743135222,0.9549004599470424,0.0263787595485552,0.943830154444042,0.9174513948954868,19,
110,0.0082523673772811,0.0084176491945981,0,0.5564237511008262,0.07866298827392,0.0125182553194463,0.0063159975688904,-0.0062022577505558,10,
111,1.0,0.0084176491945981,1,-0.9683136016730856,0.8112789190376115,0.2249999821186065,0.824782708897692,0.5997827267790854,20,
112,0.0369049310684204,0.0084176491945981,0,-0.5548823502006206,0.2565008279627356,0.8233558337547275,0.0002249188244994,-0.8231309149302282,19,
113,0.991636037826538,0.0084176491945981,1,-0.0480437729879697,0.1679932487120674,0.0260976183003534,0.933968050699485,0.9078704323991316,19,
114,0.9999282360076904,0.0084176491945981,1,-0.1200178431313023,0.2234596833018146,0.0312542372532723,0.9688314124941826,0.9375771752409102,16,
115,0.9897438883781432,0.0084176491945981,1,-1.1133327551836858,0.7069868093895065,0.4278853084865398,0.8786981878802179,0.4508128793936781,20,
116,0.0118242017924785,0.0084176491945981,0,-1.0840637453071562,0.3680969742610473,0.945676143352802,0.1306230563875969,-0.8150530869652052,13,
117,0.0082244910299777,0.0084176491945981,0,-0.0246479031032668,0.0329251141808748,,,,0,
118,0.9903485774993896,0.0084176491945981,1,-1.6111583751742038,1.945414647197348,0.237536137682062,0.9203751672059296,0.6828390295238677,20,
119,1.0,0.0084176491945981,1,-0.9250580587782932,0.4634449696224597,0.0227272729286588,0.9623511284589767,0.939623855530318,22,
120,0.0083706872537732,0.0084176491945981,0,-0.1074770796747317,0.2515898263142621,,,,0,
121,0.0084054628387093,0.0084176491945981,0,-0.4110163650270424,0.5821449893174052,0.7243325783706763,0.0221855208715971,-0.7021470574990791,17,
122,0.008433248847723,0.0084176491945981,0,0.1485884188213199,0.1217528561477797,0.0111859184172418,0.0067652146745887,-0.0044207037426531,9,
123,0.9999998807907104,0.0084176491945981,1,-0.2755042040626622,0.1808166734035242,0.0833331114716003,0.805870328867766,0.7225372173961657,18,
124,0.0083618136122822,0.0084176491945981,0,-0.5709362285114157,0.8688179087955826,0.0146018614889019,0.0084242915682908,-0.006177569920611,18,
125,0.9999994039535522,0.0084176491945981,1,-0.9850304873505392,0.9934454617797032,0.0821578151441904,0.8799518425213663,0.7977940273771758,19,
126,0.0081556737422943,0.0084176491945981,0,-0.059738521971632,0.0620594425960166,,,,0,
127,0.0080702621489763,0.0084176491945981,0,-1.0858095027660697,0.4057639673267155,0.8532151831757455,0.000967609100696,-0.8522475740750495,21,
128,0.9999991655349731,0.0084176491945981,1,-0.6659174124131715,0.3921482593745158,0.1249889403581629,0.975210440158844,0.850221499800681,20,
129,0.99997079372406,0.0084176491945981,1,-0.5041281135231477,0.7136650237296369,0.0316933760212561,0.9169099549504204,0.8852165789291643,18,
130,0.008040246553719,0.0084176491945981,0,0.0775551081705689,0.0531514791066962,0.0084631834179162,0.0081043662503361,-0.0003588171675801,2,
131,0.0107393097132444,0.0084176491945981,0,-1.4909072557806695,1.2302653097601337,0.6493844552473589,0.0027849932155193,-0.6465994620318396,22,
132,0.1413475275039672,0.0084176491945981,0,-0.5215959058218502,0.2370796490711313,0.946564995816776,0.0056188721234883,-0.9409461236932876,21,
133,0.9986573457717896,0.0084176491945981,1,-0.6365017492005018,0.3367304362392516,0.6373776990447211,0.9700566037841464,0.3326789047394254,23,
134,0.1443105489015579,0.0084176491945981,0,-11.183201637052935,22.0242169893083,0.977454828588586,0.4722121810704816,-0.5052426475181045,19,
135,0.7353083491325378,0.0084176491945981,1,-0.6894859234941622,0.615203568868337,0.3143224655796075,0.9722958614951688,0.6579733959155611,19,
136,0.0082254596054553,0.0084176491945981,0,0.3545792905566157,0.121874308959238,0.0104346099930504,0.0071792820623765,-0.0032553279306739,6,
137,0.0149116450920701,0.0084176491945981,0,-1.9861383758158384,1.8389118052150464,0.0189220935239323,0.0048494408108906,-0.0140726527130417,14,
138,0.0079832123592495,0.0084176491945981,0,-0.0305891766137006,0.0463112235797417,,,,0,
139,0.9947367310523988,0.0084176491945981,1,-0.6059805120801582,0.3570963390991193,0.0737703668634822,0.8680194511133081,0.7942490842498259,17,
140,0.2271962761878967,0.0084176491945981,0,-0.7839070717400527,1.4533995726805802,0.603720593858849,0.0573346431959759,-0.5463859506628731,11,
141,0.0108732115477323,0.0084176491945981,0,-0.6408990480668735,0.3994369849123366,0.9107762073215684,0.0012643060290395,-0.9095119012925288,19,
142,0.0085654258728027,0.0084176491945981,0,-3.244722497356894,7.09516684253942,0.1157670636277865,0.0119737965219161,-0.1037932671058703,17,
143,0.9939553141593932,0.0084176491945981,1,-0.920411435516127,0.8972175245092159,0.153258782773876,0.970832768608542,0.817573985834666,17,
144,0.9999932050704956,0.0084176491945981,1,-0.8383506249031637,0.1831330949419126,0.0312498815020809,0.96901186555624,0.9377619840541592,16,
145,0.0089680273085832,0.0084176491945981,0,-3.1870171419159874,2.964836788575333,0.1475165707990527,0.0133079513441771,-0.1342086194548756,20,
146,0.009325448423624,0.0084176491945981,0,0.4098529810198236,0.0932793361060002,0.0140248360777539,0.0065580061636865,-0.0074668299140674,14,
147,0.3625633418560028,0.0084176491945981,0,-0.4470491482510891,0.2108130547029727,0.9459506452083588,0.0002133366338185,-0.9457373085745404,20,
148,0.1781335771083831,0.0084176491945981,0,-1.1510769261325542,1.0701592296651246,0.9556642174720764,0.0102976700989529,-0.9453665473731236,20,
149,0.0087015116587281,0.0084176491945981,0,0.2306845194157377,0.0712698666566353,0.012270028618249,0.0064582282423295,-0.0058118003759194,11,
150,0.0146113168448209,0.0084176491945981,0,-2.62600572191336,5.45942828155273,0.2415043318437205,0.007627814154451,-0.2338765176892694,18,
151,0.1207079291343689,0.0084176491945981,0,-2.2405840610518086,2.2814583228693683,0.9651968714437986,0.3660522031744863,-0.5991446682693123,19,
152,1.0,0.0084176491945981,1,-0.5629425610234717,0.26208382894603,0.3261556480337115,0.9708358119515812,0.6446801639178696,17,
153,0.0088005298748612,0.0084176491945981,0,0.3011818761550773,0.4064152885513445,0.0205070114193054,0.0062184877550372,-0.0142885236642681,13,
154,0.0079331025481224,0.0084176491945981,0,-0.0500472759414639,0.0352420698840313,,,,0,
155,0.0080823376774787,0.0084176491945981,0,0.1520425977787393,0.1493156829345255,0.0089975019916892,0.0077932515181601,-0.0012042504735291,5,
156,0.1898739486932754,0.0084176491945981,0,-0.7211005315398029,0.4476836991699199,0.3431033809979756,0.0003664626458582,-0.3427369183521174,15,
157,0.0143270669505,0.0084176491945981,0,-1.5255254543116588,1.6928868686346787,0.0212537144621213,0.003495958338802,-0.0177577561233192,15,
158,1.0,0.0084176491945981,1,-0.6354599764541538,0.3860036500965088,0.2333350116513786,0.9669472535451252,0.7336122418937467,15,
159,1.0,0.0084176491945981,1,-0.489805616559126,0.5966595809556468,0.3592803296115864,0.9724560446209378,0.6131757150093514,18,
160,0.0478748530149459,0.0084176491945981,0,-7.881365735863421,11.473336795770477,0.5459454160402802,0.0215930918270982,-0.524352324213182,17,
161,0.0079125445336103,0.0084176491945981,0,-42.79710311071672,68.81414943797931,0.7773866682047291,0.0080024096116955,-0.7693842585930335,14,
162,0.0076135429553687,0.0084176491945981,0,0.6023678363471227,0.1024076543803626,0.0094423815608024,0.0070176130781571,-0.0024247684826453,3,
163,0.0088366270065307,0.0084176491945981,0,-1.1390406556538335,1.9895522011072224,0.0519323659766661,0.0048241936479155,-0.0471081723287505,19,
164,1.0,0.0084176491945981,1,-0.8733494330789174,0.9111230659910344,0.2754388985283015,0.6896389176271273,0.4142000190988257,20,
165,1.0,0.0084176491945981,1,-1.055388434326214,0.7221408105044135,0.0333341141089906,0.6321988498792053,0.5988647357702146,15,
166,0.608827531337738,0.0084176491945981,1,-0.2542074965964171,0.0338162094400371,0.0346321925375427,0.8294065248221159,0.7947743322845731,20,
167,1.0,0.0084176491945981,1,-0.9407624783863288,0.745394875430822,0.0882698526010414,0.9708358119515812,0.8825659593505397,17,
168,0.0089838998392224,0.0084176491945981,0,-4.2283760654742775,7.72662805412161,0.0214629498206906,0.012474276125431,-0.0089886736952596,18,
169,0.007651915308088,0.0084176491945981,0,0.2510525591367702,0.1171137453968391,0.0099645643495023,0.0068396707065403,-0.0031248936429619,8,
170,0.0083586275577545,0.0084176491945981,0,-0.044162165638493,0.0568445508479409,,,,0,
171,0.0127743631601333,0.0084176491945981,0,-1.4272818078909064,1.935303820905152,0.5202640372821513,0.0191728867699994,-0.5010911505121518,17,
172,0.9999997615814208,0.0084176491945981,1,-0.517533058697423,0.4398568946372836,0.0250014789686855,0.8555720896291859,0.8305706106605003,20,
173,0.008201714605093,0.0084176491945981,0,0.0822963110145569,0.1025405041913595,0.0099534116064508,0.0077396245518078,-0.002213787054643,6,
174,0.985870361328125,0.0084176491945981,1,-1.0834625694548907,1.4680562844884573,0.0278927373330069,0.1492421213037492,0.1213493839707423,21,
175,0.0967267975211143,0.0084176491945981,0,-0.6592441988175712,0.210706659192852,0.9654339849948884,0.000300635819046,-0.9651333491758424,14,
176,0.0326569266617298,0.0084176491945981,0,-1.0008764458635262,0.6906786068456195,0.5987417066567823,0.3422387025662159,-0.2565030040905663,19,
177,0.0086387414485216,0.0084176491945981,0,-0.6004799072080123,0.2687464386132405,0.1621818741783499,0.0325977688034375,-0.1295841053749124,15,
178,0.9999992847442628,0.0084176491945981,1,-0.4269790577620537,0.5195532221320738,0.0263239905398784,0.8687946680001915,0.842470677460313,19,
179,0.008046249859035,0.0084176491945981,0,0.1065168855408122,0.1834941566564759,0.0082714054733514,0.0082303173840045,-4.108808934688568e-05,1,
180,0.8974258303642273,0.0084176491945981,1,-0.8251050968280534,0.4547838701729337,0.1313014289493518,0.9671940488947762,0.8358926199454244,18,
181,1.0,0.0084176491945981,1,-0.1534351998440262,0.5890129111804194,0.0452609948421779,0.9214385813347212,0.8761775864925432,19,
182,0.9361512660980223,0.0084176491945981,1,0.0170672303665229,0.2843557337654488,0.0385194296343278,0.9653130869070689,0.926793657272741,15,
183,0.0194989312440156,0.0084176491945981,0,-0.6198582424568695,0.5200538343339458,0.96154279311498,0.0649313834689867,-0.8966114096459933,15,
184,0.0081188231706619,0.0084176491945981,0,0.2018129311477872,0.2099996405373307,0.0136410364260276,0.0066795180318877,-0.0069615183941399,12,
185,0.0100387027487158,0.0084176491945981,0,-0.6154951664384971,0.3081314288101506,0.2937748174050025,0.0062888791795731,-0.2874859382254294,21,
186,0.9999992847442628,0.0084176491945981,1,-0.3141024482958744,0.302589826328585,0.0238842812061414,0.9410021056731542,0.9171178244670128,21,
187,0.998230516910553,0.0084176491945981,1,-0.754075244751068,0.2604921943452841,0.9998882599174976,0.969013050198555,-0.0308752097189426,16,
188,0.0133015261963009,0.0084176491945981,0,-2.2184114633056744,1.6258614578603727,0.7189293042978361,0.3470033102744202,-0.3719259940234158,21,
189,0.0082064513117074,0.0084176491945981,0,-8.491265829438957,13.002003489346976,0.2814310368771354,0.0049456395208835,-0.2764853973562518,15,
190,0.014537033624947,0.0084176491945981,0,-4.1596823194733705,8.95846018121564,0.0839479154907167,0.0052051842212677,-0.078742731269449,20,
191,0.045757919549942,0.0084176491945981,0,-0.844363263824528,0.6290707531194888,0.9242166259459088,0.0003158234243488,-0.92390080252156,14,
192,1.0,0.0084176491945981,1,-0.5511239971342412,0.5270199763326833,0.1315813890005592,0.9212741363107374,0.7896927473101782,19,
193,1.0,0.0084176491945981,1,-1.1250383236666956,0.4464572171978571,0.0276276450276309,0.9212741488590837,0.8936465038314527,19,
194,0.0091178324073553,0.0084176491945981,0,0.5606144374268072,0.0654005887944871,0.0196890432853251,0.0056649105390533,-0.0140241327462717,12,
195,0.0082652829587459,0.0084176491945981,0,0.202217379098072,0.1504836489678273,0.0098006166517734,0.0075747109949588,-0.0022259056568145,5,
196,0.0164605230093002,0.0084176491945981,0,-0.4266314304666802,0.6478699938066107,0.9370949756768014,0.0002465605640564,-0.9368484151127452,18,
197,0.0068409419618546,0.0084176491945981,0,-4.845399675179118,7.191170854810562,0.2419792248907944,0.0184457676647149,-0.2235334572260794,23,
198,0.007786292117089,0.0084176491945981,0,0.1278922082478989,0.3606596960704415,0.0280010373228126,0.0060798815296341,-0.0219211557931784,18,
199,0.0095141232013702,0.0084176491945981,0,-1.0409977583612455,0.7162275371586531,0.4890947547844714,0.0027736255286375,-0.4863211292558339,18,
200,0.9999986886978148,0.0084176491945981,1,-0.7039216433622941,0.3023657470497056,0.0251425658221023,0.8752105427440255,0.8500679769219232,20,
